,meta
p_AllAgeEqual,0.22935041999174796
p_HS_eq_Pre_5to6,0.09008888478475038
p_HS_eq_Pre_7to10,0.45676632252000127
p_HS_eq_Pre_11to14,0.4634273134448422
p_HS_eq_Pre_5to14,0.3104189132310288
R2_within_age,0.04949758039326613
N_age,4687.0
R2_within_5to14,0.0484398083217813
N_5to14,4687.0
