block,HS_coef,HS_se,HS_x_FirstBorn_coef,HS_x_FirstBorn_se,Pre_coef,Pre_se,Pre_x_FirstBorn_coef,Pre_x_FirstBorn_se,p_HS_x_FirstBorn_eq_0,p_Pre_x_FirstBorn_eq_0,p_HS_firstborn_eq_0,p_Pre_firstborn_eq_0,R2_within,N
Spillover_col5_NontestIndex,0.3187527720282421,0.11120771365058989,-0.12509680020118819,0.20015961234834057,0.14520781871083174,0.12831372508093625,0.08131744843582335,0.2034556963364476,0.5322295541642188,0.6895401644614461,0.1976853165784063,0.09975287803624837,0.13497519789224954,1251
Spillover_col6_LongTermIndex,0.19594442845863017,0.10397388739092195,0.1474154095929313,0.1734093244644879,-0.05635564627484928,0.1075243857425913,0.33239099641840875,0.19062453839679258,0.3956240959610853,0.08174864125146154,0.005144910134882557,0.042081507167678736,0.12933174904036793,1251
