block,HS_coef,HS_se,Pre_coef,Pre_se,p_HS_eq_Pre,R2_within,N
Table4_col5_NontestIndex,0.17219114255765333,0.10521898832200709,0.1481486969194666,0.10063771136011408,0.8575075391966289,0.1618584385371593,994
Table4_col6_LongTermIndex,0.24582199445711045,0.09850126272346586,0.04735672607870567,0.09376009771214344,0.09688114089930572,0.14724375632091002,994
