block,HS_coef,HS_se,Pre_coef,Pre_se,p_HS_eq_Pre,R2_within,N
Table4_col5_NontestIndex,0.03018957511580194,0.20478328476779775,0.1988424956639921,0.14866785232957702,0.48442875278707365,0.29486350202755907,436
Table4_col6_LongTermIndex,0.3335819969678746,0.1653809457985462,0.15514844523112586,0.11438050236553714,0.29627177255122905,0.3443740033647221,436
