,meta
p_AllAgeEqual,0.21246464271256268
p_HS_eq_Pre_5to6,0.08364024222531058
p_HS_eq_Pre_7to10,0.8848240959841989
p_HS_eq_Pre_11to14,0.9712240746359563
p_HS_eq_Pre_5to14,0.668192180682244
R2_within_age,0.05767818340245279
N_age,4296.0
R2_within_5to14,0.05559101086821938
N_5to14,4296.0
