block,HS_coef,HS_se,Pre_coef,Pre_se,p_HS_eq_Pre,R2_within,N
Table4_col5_NontestIndex,-0.0717775628190036,0.15529183776852484,-0.039670617511615894,0.12501958123749804,0.8469292879054929,0.2917944596254517,494
Table4_col6_LongTermIndex,0.27293553943900645,0.14388017414531448,0.11611298764565187,0.13057843455127527,0.33727604801791355,0.2657242182640768,494
