,5to6,7to10,11to14,5to14
HS_coef,0.18562161380424896,0.17695127050865922,0.08937529666408689,0.14482290048503016
HS_se,0.08959327910978902,0.0724660396392804,0.07262979869431326,0.06766920529658624
Pre_coef,-0.08814115052916031,0.01624795303993201,-0.07449249022449492,-0.03834907601020874
Pre_se,0.08862686110459213,0.07096514275696639,0.07440667626774089,0.06727358387923538
