block,HS_coef,HS_se,Pre_coef,Pre_se,p_HS_eq_Pre,R2_within,N
Table4_col5_NontestIndex,0.2900022985993206,0.08834862452063465,0.15897327909089073,0.09405593641881856,0.24603751902327778,0.13632723899664623,1162
Table4_col6_LongTermIndex,0.2658733743421158,0.07478763818915253,0.10110261448404412,0.07578840478845691,0.08222387883359852,0.15154470076794113,1162
