,5to6,7to10,11to14,5to14
HS_coef,0.14990484631372547,0.042879425669183645,-0.002973437674877754,0.04139631932283741
HS_se,0.15409624798070115,0.12041962536348277,0.11306180099851548,0.10995892251837557
Pre_coef,-0.07344435847378124,0.05683825459636228,0.00346238833283083,0.012423912841285047
Pre_se,0.1260906173842179,0.08548446085250018,0.09183888668151143,0.07950559494430176
