,5to6,7to10,11to14,5to14
HS_coef,0.04067974426020671,0.13558295947439136,0.029605274227401505,0.0762312001921988
HS_se,0.1405723309710811,0.12160168515451403,0.12197592434620756,0.11264347032264911
Pre_coef,-0.05833743532178943,0.09774759269836285,0.03166095169202463,0.04407886600054388
Pre_se,0.12892341435718319,0.10457970193872353,0.10444892472073136,0.09518226893015873
