,meta
p_AllAgeEqual,0.4881681693928346
p_HS_eq_Pre_5to6,0.14279099173619164
p_HS_eq_Pre_7to10,0.9102081766155343
p_HS_eq_Pre_11to14,0.9571936684227271
p_HS_eq_Pre_5to14,0.7996099409118111
R2_within_age,0.12035296569795906
N_age,1945.0
R2_within_5to14,0.11721866606030429
N_5to14,1945.0
