,5to6,7to10,11to14,5to14
HS_coef,0.14428486717433867,0.1265839492759557,0.05477316582695782,0.0960882837720276
HS_se,0.09167801940481284,0.06259193476546353,0.06369777208208861,0.05888546420626504
Pre_coef,-0.03235320091049813,0.11501657804188231,0.05191210973055152,0.06396998290388685
Pre_se,0.0875381542783331,0.06761166851440552,0.07123148344530206,0.06338671828312051
