,meta
p_AllAgeEqual,0.11233362961662115
p_HS_eq_Pre_5to6,0.004569166320256427
p_HS_eq_Pre_7to10,0.04755401893806714
p_HS_eq_Pre_11to14,0.051505391478426824
p_HS_eq_Pre_5to14,0.016827464061850626
R2_within_age,0.06518111697846929
N_age,4024.0
R2_within_5to14,0.06345922378245339
N_5to14,4024.0
