block,HS_coef,HS_se,Pre_coef,Pre_se,p_HS_eq_Pre,R2_within,N
Table4_col5_NontestIndex,0.2531750794341161,0.08354996318435161,0.16252884362074443,0.08716170392302561,0.39861099036001924,0.1332822125111558,1196
Table4_col6_LongTermIndex,0.2338729857450469,0.07408305338222737,0.057630081349572704,0.07560736089602124,0.06426273728421111,0.1276462174705204,1196
