,,PermInc,PermInc,PermInc,MomDropout,MomDropout,MomDropout,MomSomeColl,MomSomeColl,MomSomeColl,AgeAFQT_std,AgeAFQT_std,AgeAFQT_std,HighGrade_GMom79,HighGrade_GMom79,HighGrade_GMom79
,,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count
,PreK,,,,,,,,,,,,,,,
Full_sample,1.0,23327.941,15537.650390625,461,0.3557483731019523,0.479259543941802,461,0.2950108459869848,0.45654307131864913,461,-0.7637433,0.49337944,446,9.705882,2.5384939,425
Full_sample,2.0,32933.543,26221.98828125,276,0.213768115942029,0.4107097234584867,276,0.4927536231884058,0.5008556578364917,276,-0.5150133,0.72376496,269,10.889764,2.6724427,254
Full_sample,3.0,25931.492,22440.2421875,637,0.40188383045525905,0.4906640017201658,637,0.28100470957613816,0.4498430141717986,637,-0.6998074,0.5899767,607,9.802426,2.8672833,577
FE_subsample,1.0,25093.297,18845.340899632043,229,0.42358078602620086,0.4952080182949282,229,0.2925764192139738,0.4559421511891408,229,-0.77885944,0.502485,222,9.847619,2.576229,210
FE_subsample,2.0,29970.773,29784.514003194687,163,0.2822085889570552,0.45146130980047666,163,0.4233128834355828,0.4956066929453756,163,-0.61579967,0.68458873,156,10.174497,2.747804,149
FE_subsample,3.0,24030.09,19099.29745636917,292,0.3904109589041096,0.48867993406225624,292,0.2945205479452055,0.4566094712096147,292,-0.76399165,0.5642969,280,10.033708,2.6632395,267
