,5to6,7to10,11to14,5to14
HS_coef,0.14464362043449733,0.1333059311133406,0.054936243998488794,0.09953768468678517
HS_se,0.08546019889263382,0.060439914226058974,0.06204233211576222,0.05682103069858027
Pre_coef,-0.07974838420871738,0.04698410548307414,-0.022830408657016295,-0.003648501878242572
Pre_se,0.08500879876433287,0.06451747832256749,0.06921249950371355,0.061467620601526975
