block,HS_coef,HS_se,Pre_coef,Pre_se,p_HS_eq_Pre,R2_within,N
Table4_col5_NontestIndex,0.26559469656118634,0.0823921180095742,0.16998237107096184,0.08754282075026482,0.3581935209382019,0.1335499542288906,1251
Table4_col6_LongTermIndex,0.2471111716688861,0.07283685408482923,0.07347324466903307,0.07545332781748258,0.06572283172448676,0.12509673770784424,1251
