MotherID,T,ps,w,Sum_Adult,Male,FirstBorn
3260.0,0.0,0.5192655363526429,1.226514851754577,-0.8294806488048506,1.0,1.0
3260.0,1.0,0.4088513223587759,1.0037194895657826,-1.515807564639165,1.0,0.0
3273.0,0.0,0.35364392162539837,0.9122339514412826,0.5686110014315365,1.0,1.0
3273.0,1.0,0.4578148521089043,0.896371183014017,0.6027679154954642,0.0,0.0
3315.0,0.0,0.6167340451045114,1.5384303037678828,0.6143137954262338,1.0,1.0
3315.0,0.0,0.5123295009303646,1.2090703877692632,-1.1045653953171772,0.0,0.0
3315.0,0.0,0.47855423244627493,1.1307560557637555,-2.0295610961417503,0.0,0.0
3315.0,1.0,0.40747704181223154,1.0071046917419908,-0.08712745421838787,0.0,0.0
3315.0,0.0,0.4468789784912027,1.066001718404001,0.6027679154954642,0.0,0.0
3315.0,1.0,0.6461309366312624,0.6351221050114169,1.3042091651400853,1.0,0.0
3316.0,1.0,0.5692656824248791,0.7208796406595244,0.6027679154954642,0.0,1.0
3316.0,0.0,0.42134275570554786,1.0189589177833218,-1.973534817389602,0.0,0.0
3317.0,0.0,0.4284142805545204,1.0315652392186743,0.6027679154954642,1.0,0.0
3317.0,0.0,0.4067576282749511,0.993907359818577,1.3042091651400853,1.0,0.0
3317.0,0.0,0.36081635613812246,0.9224703496029509,0.6027679154954642,1.0,0.0
3412.0,0.0,0.24194509132395614,0.7778169531855545,1.3042091651400853,0.0,0.0
3446.0,0.0,0.3588105231833959,0.9195845857314379,-0.08355900033885029,1.0,1.0
3481.0,0.0,0.21987579939986127,0.755812932043592,0.6027679154954642,1.0,0.0
3487.0,0.0,0.1970061345300178,0.734287003635641,1.3042091651400853,0.0,0.0
3543.0,1.0,0.5126643390155751,0.80046925318474,1.3042091651400853,0.0,1.0
3543.0,0.0,0.6483882189902773,1.6769289064220803,1.3042091651400853,1.0,0.0
3544.0,1.0,0.691427889341434,0.5995519442952707,-0.1395852790909986,0.0,1.0
3556.0,0.0,0.158596972448818,0.7007675752365742,0.5686110014315365,0.0,1.0
3566.0,0.0,0.17803569966816313,0.7173401073206152,0.6027679154954642,0.0,1.0
3597.0,0.0,0.2162983617345312,0.7523628006172745,0.6027679154954642,1.0,1.0
3635.0,0.0,0.1422191173371236,0.6873876199983917,-0.269769960456498,0.0,0.0
3637.0,0.0,0.16333347486991426,0.7047347320631457,0.6027679154954642,0.0,0.0
3647.0,1.0,0.2403001745756468,1.7077475757599174,-0.08355900033885029,1.0,0.0
3647.0,0.0,0.22441922959613939,0.7602405602536059,0.6178822493057712,1.0,0.0
3648.0,1.0,0.2685649047426307,1.528018119044671,0.5686110014315365,1.0,1.0
3648.0,1.0,0.47673913129237516,0.8607895044692111,-0.1395852790909986,1.0,0.0
3648.0,1.0,0.3181176841062771,1.2900007169961296,-0.1395852790909986,0.0,0.0
3650.0,0.0,0.4339764209971419,1.0417021150470076,0.6027679154954642,0.0,1.0
3655.0,0.0,0.21207548850444763,0.748330520007033,-0.7734543700527021,1.0,0.0
3659.0,0.0,0.25848947573257247,0.7951713969215405,-3.4057833816899175,0.0,1.0
3659.0,0.0,0.21405508299365747,0.750215373438182,-1.157023220189788,1.0,0.0
3659.0,1.0,0.25923175387288,1.5830315324236117,-0.8294806488048506,0.0,0.0
3697.0,1.0,0.6512300893344617,0.630149078347461,0.6027679154954642,0.0,1.0
3697.0,1.0,0.44938846994451426,0.9131788375365175,-1.515807564639165,1.0,0.0
3703.0,1.0,0.5754409960078765,0.7131435602141714,-1.515807564639165,1.0,1.0
3703.0,0.0,0.5118273571569136,1.2078267147044508,-1.1458051310733963,1.0,0.0
3703.0,1.0,0.4276309180858258,0.9596407163990042,-0.8294806488048506,0.0,0.0
3705.0,0.0,0.1398053604248106,0.6854587697790635,0.6027679154954642,1.0,0.0
3728.0,0.0,0.24664481492547308,0.7826692788414595,-0.08712745421838787,0.0,1.0
3728.0,1.0,0.4262043801772603,0.9628527055859215,-0.08355900033885029,1.0,0.0
3753.0,0.0,0.22515427812316374,0.7609617537611921,1.410340501005082,0.0,1.0
3753.0,0.0,0.15754302591084363,0.6998908876637236,1.3042091651400853,0.0,0.0
3769.0,0.0,0.3334963983556243,0.8846583243647049,-1.157023220189788,1.0,1.0
3769.0,1.0,0.3049158451426279,1.3458534448883415,-1.9771032712691394,0.0,0.0
3821.0,1.0,0.3966478241425613,1.034600508583029,0.6027679154954642,0.0,1.0
3821.0,0.0,0.6644703336420607,1.7573049972420192,0.6027679154954642,1.0,0.0
3837.0,1.0,0.22929152532870858,1.7897392413345548,1.3042091651400853,0.0,1.0
3837.0,0.0,0.27411254781336325,0.8122856479163272,0.6027679154954642,1.0,0.0
3842.0,1.0,0.3553369849019268,1.1548813042906545,0.6027679154954642,1.0,0.0
3931.0,1.0,0.5502887270639742,0.7457395007449201,-0.8294806488048506,0.0,1.0
3931.0,1.0,0.4792961108764092,0.8561973095001054,-0.08712745421838787,0.0,0.0
3931.0,1.0,0.47916877887417686,0.856424831247204,-0.7734543700527021,1.0,0.0
3948.0,0.0,0.5671916806097845,1.3623304659311593,-1.9736795747300186,1.0,1.0
3948.0,0.0,0.35223805994514185,0.910254096379635,0.6027679154954642,1.0,0.0
3952.0,1.0,0.39496664228693423,1.0390043022623665,-0.08712745421838787,0.0,0.0
3993.0,0.0,0.29917327732284815,0.8413320159388054,0.6027679154954642,1.0,1.0
3993.0,0.0,0.2774407918337609,0.8160271888447079,-0.2549812975696407,0.0,0.0
3995.0,1.0,0.42681827388028015,0.9614678323293921,0.6027679154954642,1.0,1.0
3995.0,1.0,0.6284117381719889,0.65303051432488,1.3042091651400853,0.0,0.0
3995.0,0.0,0.639829663589378,1.6370808470510265,0.6027679154954642,0.0,0.0
4007.0,1.0,0.6430690279978019,0.638146175168692,0.6027679154954642,0.0,0.0
4012.0,0.0,0.2219020831301462,0.7577811823294941,-0.08355900033885029,1.0,1.0
4041.0,0.0,0.2787375631557003,0.8174943394993941,1.3042091651400853,1.0,1.0
4041.0,0.0,0.1904126106496666,0.7283067488080698,0.6027679154954642,1.0,0.0
4133.0,0.0,0.1929949494897741,0.7306372606230459,1.3042091651400853,1.0,1.0
4136.0,1.0,0.32968210224138195,1.244750739564823,0.6027679154954642,0.0,1.0
4151.0,0.0,0.18874076084549254,0.7268058481876436,1.3042091651400853,0.0,0.0
4167.0,1.0,0.3432488187282711,1.1955526667408927,0.6027679154954642,1.0,1.0
4194.0,0.0,0.42997384175298586,1.0343875467522772,-0.08355900033885029,1.0,1.0
4199.0,1.0,0.5898814108295939,0.6956856633422457,1.3042091651400853,0.0,1.0
4199.0,1.0,0.5265244517656554,0.7793978783133388,-1.6459922460046645,1.0,0.0
4199.0,0.0,0.4420998351195324,1.0568700217898026,0.6027679154954642,0.0,0.0
4199.0,0.0,0.48199816216331287,1.138273875390475,-1.515807564639165,1.0,0.0
4212.0,1.0,0.5241466575182835,0.7829336211534097,0.6027679154954642,1.0,1.0
4232.0,0.0,0.24214643557169072,0.778023601246163,-0.08355900033885029,1.0,1.0
4232.0,1.0,0.24295098177817978,1.6891145595819224,-0.08712745421838787,0.0,0.0
4246.0,0.0,0.20204943449148463,0.7389279297496305,0.6027679154954642,0.0,1.0
4246.0,1.0,0.28077161978636755,1.4615866122740186,0.6027679154954642,1.0,0.0
4275.0,0.0,0.36058359301250786,0.9221345479570845,-0.2592634422250859,1.0,1.0
4277.0,0.0,0.363774763791242,0.9267597791739997,-1.1500872757288414,0.0,1.0
4277.0,0.0,0.304534094697856,0.8478172041483347,-3.194605104048566,0.0,0.0
4295.0,1.0,0.09676639282712808,2.086554730403893,-0.08712745421838787,0.0,0.0
4323.0,1.0,0.3983938688549523,1.0300661547973131,0.6027679154954642,1.0,1.0
4323.0,1.0,0.420863155772415,0.975072383879946,-0.7734543700527021,1.0,0.0
4323.0,0.0,0.6217901761024273,1.5589969433830413,1.3042091651400853,0.0,0.0
4323.0,1.0,0.6332928345410994,0.6479972900429422,0.6027679154954642,0.0,0.0
4391.0,0.0,0.22687729762321757,0.7626576707695725,0.6027679154954642,0.0,1.0
4391.0,1.0,0.17104732454578928,2.086554730403893,0.6027679154954642,1.0,0.0
4400.0,0.0,0.19362567157218985,0.7312087434174066,0.6027679154954642,1.0,0.0
4416.0,0.0,0.5159046121507294,1.2179995393745469,0.4316712891881235,1.0,1.0
4416.0,0.0,0.34943099045123477,0.9063265399357406,-1.8433501360241025,1.0,0.0
4417.0,0.0,0.3728729565774433,0.9402049642060554,-1.8469185899036398,0.0,0.0
4485.0,1.0,0.43764790537328857,0.9376762359600966,-0.08355900033885029,0.0,0.0
4538.0,0.0,0.2385786274692935,0.7743779997323043,-0.08355900033885029,1.0,1.0
4544.0,1.0,0.43601531301037555,0.9411872205884669,1.3042091651400853,0.0,1.0
4544.0,0.0,0.43313597681959204,1.0401576662170735,-0.825912194925313,1.0,0.0
